name,keywords
好煮藝火鍋店,"['還有', '麻辣', '鍋底', '覺得', '應該', '可以', '梅花', '海鮮', '一個', '小辣']"
多摩食堂,"['u2061', '無敵', '星鰻', '美味', '比目', '增湯', '生魚', '魚骨', '少見', '多摩']"
AGUSTO奧古斯托 義大利餐酒館 牛排 龍蝦 義大利麵 聚餐 包場 慶生 約會 板橋創始店,"['服務人員', '分熟', '牛排', '餐廳', '燈光', '旁邊', '時候', '辦法', '店內', '雖然']"
日鶴串燒居酒屋,"['明太子', '店員', '餐點', '必點', '快樂', '上菜', '牛舌', '味道', '一個', '結果']"
老八風居酒屋 板橋店,"['針菇', '番茄', '居酒', '老八風', '餐點', '他們', '這次', '冰沙', '超級', '因為']"
樂麵屋 Globalmall板橋車站,"['選擇', '日式', '點餐', '覺得', '炸雞', '店內', '餐點', '非常', '口味', '店家']"
尚介青海鮮餐廳,"['餐廳', '尚介青', '評論', '廁所', '熱炒店', '不錯', '難受', '張氏', '餿味', '四顆']"
林記牛肉麵,"['牛肉', '90', '湯頭', '推薦', '這個', '牛筋', '入口', '一碗', '很難', '重點']"
土二炭火居酒屋,"['剛好', '特別', '餐點', '服務', '鱈魚', '沒有', '起來', '下次', '挺棒', '一整']"
一畝田居酒屋,"['這間', '問題', '因為', '服務', '餐點', '烏龍', '停車', '水準', '推薦', '串燒']"
鳥久居酒屋,"['牛蒡', '訂位', '有點', '烏龍', '肉丸', '番茄', '粒粒', '明太子', '肋條', '唐揚']"
馬友友印度廚房桃園店 Mayur Indian Kitchen Taoyuan MIK-11,"['咖哩', '烤餅', '香料', '有點', '咖喱', '鈴薯', '店員', '沒有', '餐點', '這個']"
J&D BEEF NOODLE (HALAL),"['Muslim', 'items', 'halal', 'menu', '..', '服務', '還有', '個性', '台灣', '有點']"
旁遮普印度美食 Punjab Indian Restaurant,"['咖哩', '推薦', '烤餅', '咖喱', '印度', '餐廳', '雞肉', '料理', '香料', '用餐']"
すき家 SUKIYA 桃園站前店,"['選擇', '服務', '咖哩', '份量', '聊天', '停車', '適合', '餐點', '店員', '大聲']"
Vietnamese restaurant-Quán Ăn Thái Bình-平靜的餐館,"['涼拌', '鴨肉', '牛肉', '蝦子', '泰國', '青木瓜', '對味', '點的', '河內', '賣台灣']"
丸居酒屋,"['鮭魚', '壽司', '感覺', '服務', '並且', '炙燒', '真的', '不會', '還有', '一貫']"
Cafe' de M&L李．西餐廳,"['炸雞', '基輔', '冰淇淋', '還有', '布朗', '巧克力', '甜點', '大利', '西餐', '用餐']"
可薩橄欖油手作料理 Francesco's Italian Restaurant,"['主廚', '大利', '料理', '喜歡', '口味', '這裡', '美味', '非常', '桃園', '試試']"
TOKO INDO Karunia Taoyuan,"['nya', '..', 'Ada', 'ada', 'di', 'Tempatnya', 'dekat', 'suasana', 'nyaman', 'pelayanannya']"
鐵男居酒屋,"['外場', '餐點', '水準', '店內', '還不錯', '一開始', '熱菜', '內場', '結帳', '這邊']"
JH51餐廳,"['舒適', '環境', '推薦', '青醬', '滿滿', '店家', '用心', 'JH51', '餐廳', '服務人員']"
小料理食事處,"['評論', '感覺', '日式', '店家', '覺得', '建議', '料理', '用餐', '口味', '還不錯']"
Depot Kurnia Jual Masakan Indonesia,[]
端陽邀月餐廳,"['包廂', '餐點', '服務生', '環境', '用餐', '價位', '整體', '不錯', '不會', '親切']"
Sawasdee Thai Restaurant,"['泰式', '這家', '推薦', '咖哩', '料理', '份量', '口味', '泰國', '蝦湯', '環境']"
美生餐室桃園店,"['美生', '餐點', '餐廳', '美食', '經典', '不錯', '選擇', '一個', '8.5', '美味']"
Maya Warung Indonesia,"['價格', '評論', '自助餐', '130', '110', '詢問', '裝傻', '價錢', '道菜', '店家']"
忠誠牛肉麵,"['牛肉', '小菜', '湯頭', '份量', '大碗', '起來', '感覺', '沒有', '點餐', '一個']"
中和卡特牛肉麵,"['魯肉', '不錯', '有點', '_________________', '牛腱', '130', '牛肉', '口感', '半筋', '半肉']"
麥當勞-中和餐廳,"['點餐', '一個', '機器', '奶球', '排隊', '這樣', '顧客', '謝謝', '什麼', '已經']"
華興自助餐,"['自助餐', '起來', '時候', '覺得', '價格', '120', '白飯', '60', '不會', '有點']"
蔦燒日式居酒屋-淡水新市店,"['明太子', '推薦', '燒烤', '烏龍', '服務', '日式', '蛤蜊', '味道', '口感', '料理']"
Masakan Indonesia Kampoeng Pandan,[]
Uncle &aunt brunch restaurant,[]
大埔鐵板燒 桃園八德店,"['抹布', '一個', '蔥蛋', '那麼', '整個', '口味', '真的', '牛肉', '地板', '味道']"
Kedai Kita,"['炒泡', '檸檬', 'Tempat', 'nya', 'nyaman', 'msakan', 'jg', 'enk', 'khas', 'indonesia']"
麥當勞-鶯歌鶯桃餐廳（設有得來速）,"['薯餅', '口味', '薯來', '牛排', '打翻', '套餐', '黑胡椒', '提袋', '特別點', '喜歡']"
麥當勞-大溪員林餐廳（設有得來速）,"['薯條', '糖醋', '因為', '濃湯', '麥當勞', '玉米', '搭配', '外帶', '導致', '趕緊']"
八德美食推薦·熱湯便當- 國鼎鵝肉飯·玉里麵八德直營店,"['鵝肉', '不錯', '便當', '整體', '處理', '一種', '辣椒', '味道', '口感', '配菜']"
新樂鐵板燒,"['評論', '選擇', '鐵板燒', '貼心', '真的', '口味', '乾淨', '吃過', '調味', '用餐']"
永福川味牛肉麵,"['牛肉', '用餐', '小菜', '軟嫩', '湯頭', '炸醬', '不錯', '店家', '踏板', '美食']"
McCafé 咖啡-大溪員林店,"['服務人員', '熱情', '充滿', '嘉許', '雖然', '接觸', '點餐', '機器', '停頓', '這時']"
YAYOI彌生軒 桃園八德置地店,"['餐點', '整體', '甜點', '日式', '小菜', '非常', '服務人員', '他們', '炸豬', '白飯']"
客滿堂餐廳,"['餐廳', '感覺', '客家', '料理', '小炒', '合菜', '喜歡', '這家', '用餐', '應該']"
The chips美式餐廳（南港車站）,"['起司', '分鐘', '起來', '薯條', '漢堡', '番茄', '份量', '味道', '培根', '午餐']"
麗餐廳 Alley Restaurant,"['餐廳', '戰斧', '他們', '牛排', '相當', '不會', '服務', 'Winnie', '師傅', '用餐']"
將軍居酒屋,"['餐點', '有點', '日式', '非常', '沙瓦', '東西', '生魚片', '新鮮', '服務員', '有點慢']"
龍都酒樓,"['預訂', '適合', '餐廳', '傳統', '酒樓', '裝潢', '店家', '超級', '客滿', '點心類']"
欣葉台菜 南西店,"['不錯', '餐點', '他們', '聚餐', '上菜', '應該', '服務人員', '服務', '台菜', '一個']"
Oh my!原燒 台北林森北店,"['不錯', '服務人員', '鑽切', '價位', '餐前', '肉質', '有點', '上菜', '份量', '套餐']"
哈喜拉原住民餐廳,"['餐廳', '氣氛', '開心', '烤魚', '剛好', '不錯', '裡面', '超級', '抽煙', '客人']"
廖家牛肉麵,"['牛肉', '排隊', '10', '時間', '時候', '覺得', '一點', '沒有', '感覺', '口感']"
Toko Indo Nana,"['印尼', '不錯', '木瓜', '美味', '辣辣的', '炒飯', '小辣', '喜歡', '也點', '有點']"
港都熱炒 中和總店Gandou restaurant(Zhonghe store),"['空間', '這裡', '還有', '點餐', '平板', '結帳', '熱炒店', '氣氛', '價格', '起來']"
蘇杭餐廳 大坪林店,"['用餐', '包廂', '服務人員', '東坡', '蘇杭', '坪林', '捷運站', '二樓', '訂位', '特別']"
LITTLE WORLD 拉丁美食 Latino' Cuisine,"['吉拿棒', '起來', '香料', '什麼', '異國', '不會', '搭配', '雞肉', '品項', '時候']"
天天來海鮮餐廳,"['海鮮', '餐點', '新鮮', '非常', '用餐', '真的', '時間', '開始', '冷盤', '甜點']"
湘園美食,"['店家', '蝦醬', '河粉', '不錯', '肉片', '用餐', '牛肉', '涼拌', '水準', '試試']"
泰旺泰式料理,"['甜點', '不錯', '30', '口味', '椰汁', '不要', '檸檬魚', '沒有', '單點', '服務']"
嗑滿 call man | cafe & restaurant,"['大利', '剝皮', '辣椒', '氣泡', '飲料', '用餐', '客滿', '餐點', '雞義', '喜歡']"
萌牛肉麵,"['店家', '牛肉', '覺得', '味道', '...', '整體', '因為', '清淡', '湯裡面', '什麼']"
勳牛肉麵,"['牛肉', '清燉', '湯頭', '口感', '沒有', '水餃', '大塊', '高麗菜', '帶點', '有加']"
鼎泰豐 板橋店,"['小籠', '進去', '口味', '排骨', '用餐', '感覺', '服務人員', '沒有', '燒賣', '炒飯']"
就是牛牛肉麵,"['牛肉', '清燉', '不會', '牛油', '湯頭', '軟嫩', '乾淨', '口味', '味道', '乾柴']"
吉豚屋 中華店,"['豬排', '沒有', '顆星', '打緊', '結帳', '一個', '一樣', '店員', '別桌', '不過']"
hot 7Plus鐵板燒 台北家樂福桂林店,"['鐵板', '飲料', '雪花', '豬油', '整體', '起司', '套餐', '海瓜子', '可以', '賣場']"
驥園川菜餐廳,"['雞湯', '白菜', '餐廳', '推薦', '濃郁', '比較', '砂鍋', '人點', '雞肉', '膠質']"
瘋哥牛肉麵,"['牛肉', '還有', '營業', '打電話', '九點', '酸辣', '店家', '韭菜', '冬粉', '配菜']"
酌悅居酒屋,"['東西', '還有', '親切', '服務', '雞尾酒', '環境', '安靜', '愛吃', '節瓜', '一級']"
三葉餐廳,"['還行', '無法', '身心', '地方', '可以']"
すき家 SUKIYA 泰山明志店,"['咖喱', '餐點', '熊貓', '味道', '焦味', '店裡', '不過', '一個', '店員', '什麼']"
金吉利牛肉麵,"['牛肉', '水餃', '因為', '食友', '內用', '高麗菜', '覺得', '疫情', '韭菜', '發現']"
KUO ZANG mini Hot Pot (HALAL),"['無限', '火鍋', '真的', '羊肉', '飲料', '還有', '白飯', '謝謝', '當天', '孜然']"
Zaika Indian Restaurant 印度餐館,"['咖哩', '口味', '咖喱', '優格', '甩餅', '異國', '台灣', '價格', '印度人', '印度']"
KAMBAL PINOY RESTAURANT,[]
pappi's restaurant,"['餐點', '披薩', '這邊', '沒有', '店員', '兩位', '感覺', '國外', '那麼', '這次']"
Restaurant BREVA 布浬法餐廳,"['深盤', '披薩', '店家', '漢堡', '口感', '建議', '一個', '下次', '搭配', '這裡']"
屘串燒居酒屋,"['明太子', '用餐', '環境', '汽水', '粒粒', '不錯', '點了', '鮭魚', '起來', '居酒']"
盧卡義大利餐廳,"['推薦', '非常', '搭配', '口感', '套餐', '餐廳', '適合', '餐點', '甜點', '梅酒']"
（罌）粟田餐廳,"['餐點', '花雕', '美味', '非常', '飲料', '美食', '時間', '不過', '比較', '隱密']"
初心居酒屋,"['黑胡椒', '餐點', '高麗菜', '剝皮', '比目', '辣椒', '鮭魚', '湯泡', '外送', '魚拌']"
叉咪早午餐/桃園美食/桃園早午餐/Restaurants/龜山早午餐/龜山必吃/龜山美食,"['特別', '建議', '發生', '機車', '風味', '不會', '紅茶', '還會', '貢丸', '購買']"
鄭家常餐廳,"['餐點', '家常菜', '環境', '價格', '..', '口味', '配菜', '不過', '服務費', '一個']"
肯德基KFC-林口復興餐廳,"['小孩', '蔡佳蓉', '餐點', '候餐', '薯條', '小薯', '女士', '抱歉', '道歉', '謝謝']"
麥當勞-林口文化餐廳（設有得來速）,"['時間', '發票', '時候', '這樣', '清潔', '還要', '就是', '沒出', '發現', '出餐']"
貓薄荷披薩 Catnip Pizza,"['大利', '披薩', '一份', '特別', '推薦', '瑪格麗特', '餐點', '味道', '海苔', '洋式']"
稻荷食堂,"['茶碗', '增湯', '小菜', '這次', '感覺', '調味', 'CP', '回訪', '整體', '不錯']"
粥師傅廣東粥 中平店,"['餐點', '消費', '大年初三', '整碗', '很渴', '漏單', '還不', '顆都', '有沙', '我還']"
快樂坊早餐店,"['早餐', '店內', '服務', '親切', '宵夜', '營業', '蔥餅', '人情味', '三星', '蛋花']"
品饌（宵夜清粥小菜自助餐）,"['價格', '這樣', '消費者', '自助餐', '120', '便當', '110', '你們', '真的', '居然']"
泰食匯自助餐,"['自助餐', '菜色', '蛋花', '內用', '小份', '90', '拋豬', '這樣', '美味', '可以']"
美而美早餐店,[]
牛牛牛肉麵,"['牛肉', '牛雜', '用餐', '湯頭', '覺得', '整體', '2023', '10', '分鐘', '比較']"
Guo Ba Self-Serve Restaurant,"['結帳', '夾子', '0.3', '排骨', '公分', '真的', '辛苦', '生意', '客人', '不愉']"
姐妹牛肉麵,"['店家', '味道', '結果', '水餃', '價格', '到頭', '牛肉', '餐點', 'OK', '75']"
El Beso de La Rana 箭毒蛙之吻,"['香料', '份量', '比較', '派薩盤', '整體', '軟餅', '可以', '料理', '玉米', '這家']"
兩支北方麵食館 土城總店,"['牛肉', '湯包', '乾淨', '不錯', '點了', '櫻花', '建議', '高麗菜', '那種', '沙包']"
秀和創意餐廳,"['評論', '推薦', '加辣', '結果', '處理', '豆腐', '份量', '一開始', '剛剛', '因為']"
白圍牆地中海景觀咖啡餐廳-桃園景觀餐廳 龍潭美食 龍潭夜景咖啡 龍潭咖啡廳 龍潭景觀餐廳 龍潭景點 桃園網美夜景 龍潭網美夜景,"['餐廳', '白圍', '夜景', '景觀', '桃園', '地中海', '打卡', '店家', '奶油', '688']"
食坪異國美食,"['不會', '起司', '薄餅', '蘋果', '用餐', '不錯', '調味', '凱撒薄餅', '薯條', '環境']"
鄧記牛肉麵,"['牛肉', '感覺', '小菜', '中興路', '湯頭', '實際', '不油膩', '起來', '應該', '鄧記']"
Roadies路帝斯美式餐廳,"['餐點', '車廂', '味道', '東西', '服務', '感覺', '送餐', '座椅', '時間', '火車']"
香蕉星球 Café & Bar－楊梅 美食 餐廳 推薦｜餐廳美食｜人氣餐廳｜附近好吃｜必吃餐廳｜好吃早午餐｜平價餐廳推薦｜在地美食｜聚餐推薦｜義大利麵推薦,"['餐點', '大利', '內用', '適合', '聚餐', '店家', '口味', '環境', '舒適', '湯鐵鍋']"
嬷 串燒屋,"['推薦', '親切', '烤魚', '美味', '烤牛肉', '龍潭', '中正路', '小燒', '價位', '不會']"
懶鍋時尚湯鍋（北龍店）,"['海鮮', '選擇', '還有', '懶鍋', '湯頭', '火鍋', '自助', '冰淇淋', '麻辣', '鴨血']"
錢棧西餐廳,"['餐點', '西餐', '餐廳', '用餐', '服務生', '乾淨', '飲料', '貼心', '入住', '酒店']"
溫師父經濟美食館,"['鐵板', 'cp', '值高', '價格', '實惠', '菜色', '豆腐', '絕頂', '不遜色', '價位']"
酒廠復古小館,"['無菜', '料理', '白飯', '四季豆', '入味', '客家', '份量', '味道', '客家菜', '牛肉']"
錦肴樓/楊梅美食/楊梅餐廳/楊梅快炒/楊梅晚餐/楊梅聚餐/Restaurants,"['新鮮', '排骨', '無骨', '中卷', '上菜', '什麼', '沒有', '九層', '煎蛋', '高麗菜']"
麥當勞-桃園龍潭餐廳（設有得來速）,"['感覺', '用餐', '真的', '胡椒粉', '來速', '蝦堡', '超級', '單點', '他們', '看谷歌']"
はま寿司 楊梅店,"['那個', '時段', '50', '什麼', '時候', '現炸', '鮭魚', '停車', '現場', '乾淨']"
星之戀咖啡美食館,"['感覺', '不錯', '評論', 'n1', 'n2', 'n3', 'n4', '價格', 'n5', '沒有']"
狄斯奈創意小吃,"['控肉', '創意', '小炒', '熱情', '不錯', '很足', '物語', '火鍋', '點個', '加熱']"
小家庭客家料理,"['客家', '女服', '真的', '清淡', '料理', '不行', '小炒', '超級', '龍潭', '停車場']"
麥當勞-楊梅中山北餐廳（設有得來速）,"['結帳', '空間', '店員', '位置', '一直', '酒精', '每次', '空等', '整體', '不錯']"
紅無堤 回家的味道/龍潭美食/餐廳/Restaurants,"['聚餐', '環境', '喜歡', '餐點', '氣氛', '雞排', '喝起', '用餐', '美味', '朋友']"
三姐客家美食館,"['客家', '20', '店家', '不錯', '湯圓', '店裡', '不營業', '小炒', '肉質', '推薦']"
莊媽媽緬甸餐廳,"['味道', '豬肉', '咖哩', '香料', '店家', '口味', '餐點', '雖然', '價位', '試試']"
旺旺來亞洲咖哩屋 HALAL FOOD,"['咖哩', '香米', '印度', '起來', '烤餅', '偏甜', '檸檬', '軟爛', '味道', '用餐']"
The Shack 野菇屋 Pizza 碧潭店,"['氣氛', '披薩', '店家', '風景', '覺得', '不錯', '辣雞', '啤酒', '意外', '入店']"
意享美式廚房新店店,"['千層', '套餐', '大利', '10%', '還有', '不會', '焦糖', '蛋糕', '甜點', '口感']"
錢都日式涮涮鍋-桃園南平店,"['環境', '用餐', '座椅', '這家', '破爛', '食材', 'CP', '新鮮', '火鍋', '日式']"
東街日本料理-桃園旗艦店,"['用餐', '時間', '火鍋', '有點', '選擇', '特約', '停車場', '氣氛', '熱鬧', '不錯']"
金玉越南美食 - Mon Ngon Việt Nam,"['牛肉', '河粉', '還不錯', '南門', '市場', '炸春', '建議', '湯頭', '150', '紅燒']"
鷹堡餐廳,"['親切', '食物', '料理', '很妙', '羊排', '配菜', '柳橙汁', '無菜', '單人價', '1900']"
乾隆坊港式酒樓,"['乾隆', '叉燒', '絲餅', '有點', '點心', '裝潢', '水煮魚', '內餡', '不錯', '湯包']"
景美祖傳牛肉麵,"['餛飩', '辣油', '牛肉', '湯汁', '一樣', '湯頭', '環境', '味道', '花椒粉', '時代']"
1010湘 新北新店店,"['菜色', '肥腸', '臭豆腐', '不錯', '一點', '不會', '推薦', '絕對', '1010', '辣度']"
鐵皮屋鐵板燒 Teppanyaki Shack,"['套餐', '相當', '店家', '雙人', '熟度', '白飯', '菲力', '高麗菜', '美味', '牛排']"
大廚上菜,"['餐點', '店家', '不會', '擺盤', '包廂', '菜色', '上菜', '方便', '用心', '餐廳']"
富順樓餐廳,"['服務員', '離開', '還不錯', '這位', '過來', '不會', '沒有', '飽滿', '酥脆', '外皮']"
林記海南雞飯 新店民權店-新店美食 新店必吃 新店restaurant 大坪林美食 大坪林便當 大坪林restaurant,"['青菜', '海南', '沒有', '不會', '咖哩', '沙海', '味道', '港式', '配菜', '店員']"
三野達人,"['漢堡', '薯條', '牛肉', '服務', '因為', '剛好', '份量', '多汁', '培根', '手套']"
維記茶餐廳 小碧潭店,"['餐廳', '港式', '謝謝', '維記', '米粉', '味道', '食物', '料理', '這家', '環境']"
渣男Taiwan Bistro《新店九渣》,"['餐點', '調酒', '特別', '不會', '小酌', '下酒菜', '美味', '冰茶', '六杯', '喜歡']"
